은행명(1),ⓐ지로코드(2),지로코드 수정,특/광/도(9),구/시/군(10),구/읍/면/동(11),도로명(19),건물번호 등(20),결합주소_temp,결합주소,depth_1,depth_2,depth_3,From_금결
국민은행,192293,0192293,경기,수원시 장안구,정자3동,만석로19번길,11월 02일,경기 수원시 장안구 만석로19번길,경기 수원시 장안구 만석로19번길 44867,경기,수원시 장안구,천천동,경기　수원시　장안구　만석로１９번길　１１－２　（천천동）　　　　　　　　　　　　　　　　　　　　　
국민은행,40646,0040646,서울,송파구,잠실4동,올림픽로,329,서울 송파구 올림픽로,서울 송파구 올림픽로 329,NAN,NAN,NAN,서울　송파구　올림픽로　３２９，　상가　２층　（신천동，미성아파트）　　　　　　　　　　　　　　　　
국민은행,41072,0041072,부산,동구,좌천동,중앙대로,409,부산 동구 중앙대로,부산 동구 중앙대로 409,부산,부산진구,부전동,부산　부산진구　새싹로　２　（부전동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,48509,0048509,서울,용산구,이태원제2동,회나무로,4,서울 용산구 회나무로,서울 용산구 회나무로 4,NAN,NAN,NAN,서울　용산구　회나무로　４，　육군중앙경리단내　（이태원동）　　　　　　　　　　　　　　　　　　　　
국민은행,43229,0043229,경기,하남시,신장2동,대청로116번길,01월 30일,경기 하남시 대청로116번길,경기 하남시 대청로116번길 44591,경기,부천시,중동,경기　부천시　원미구　길주로　２３５，　１층　（중동，하나빌딩）　　　　　　　　　　　　　　　　　　
국민은행,194741,0194741,충남,계룡시,금암동,장안로,Mar-59,충남 계룡시 장안로,충남 계룡시 장안로 21610,부산,해운대구,우동,부산　해운대구　마린시티３로　１，　１층　（우동，썬프라자）　　　　　　　　　　　　　　　　　　　　
국민은행,199908,0199908,경북,포항시 남구,오천읍,충무로,70,경북 포항시 남구 충무로,경북 포항시 남구 충무로 70,NAN,NAN,NAN,경상북도　포항시　남구　오천읍　충무로　７０　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,190787,0190787,부산,강서구,녹산동,녹산산단335로,12월 24일,부산 강서구 녹산산단335로,부산 강서구 녹산산단335로 44919,부산,강서구,송정동,부산광역시　강서구　녹산산단３３５로　２４－１２，　２층　　　　　　　　　　　　　　　　　　　　　　
국민은행,64978,0064978,서울,노원구,상계6.7동,동일로,1403,서울 노원구 동일로,서울 노원구 동일로 1403,NAN,NAN,NAN,서울　노원구　동일로　１４０３　（상계동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,198527,0198527,세종,세종시,도담동,절재로,180,세종 세종시 절재로,세종 세종시 절재로 180,NAN,NAN,NAN,세종특별자치시　　절재로　１８０，　１０２호　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,69096,0069096,경남,양산시,덕계동,덕계로,34,경남 양산시 덕계로,경남 양산시 덕계로 34,경남,양산시,덕계동,경남　양산시　번영로１１（덕계동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,69465,0069465,부산,해운대구,우제1동,중동1로,10,부산 해운대구 중동1로,부산 해운대구 중동1로 10,부산,해운대구,우동,부산　해운대로　６３２（우동，　깨끗한　빌딩）　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,42806,0042806,경기,군포시,궁내동,산본천로,Jun-43,경기 군포시 산본천로,경기 군포시 산본천로 15858,경기,군포시,산본동,경기　군포시　산본천로　４３－６，　１층　（산본동，한숲스포츠센타）　　　　　　　　　　　　　　　　
국민은행,40578,0040578,서울,도봉구,도봉제1동,도봉로,769,서울 도봉구 도봉로,서울 도봉구 도봉로 769,서울,마포구,공덕동,서울　마포구　마포대로　１５５，　１층　（공덕동，ＬＧ마포빌딩）　　　　　　　　　　　　　　　　　　
국민은행,65605,0065605,부산,북구,덕천제2동,만덕대로,01월 22일,부산 북구 만덕대로,부산 북구 만덕대로 44583,NAN,NAN,NAN,부산　북구　만덕대로　２２－１　（덕천동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,40963,0040963,서울,강남구,논현2동,언주로,735,서울 강남구 언주로,서울 강남구 언주로 735,서울,강남구,신사동,서울　강남구　도산대로　２３７（신사동）　현대벨로스　２층　　　　　　　　　　　　　　　　　　　　　
국민은행,40675,0040675,서울,영등포구,여의동,여의나루로,27,서울 영등포구 여의나루로,서울 영등포구 여의나루로 27,서울,영등포구,여의도동,서울　영등포구　여의나루로　５０（여의도동，한국교직원공제회관）　　　　　　　　　　　　　　　　　　
국민은행,41739,0041739,인천,남동구,논현고잔동,은청로,04월 07일,인천 남동구 은청로,인천 남동구 은청로 44658,인천,남동구,고잔동,인천　남동구　은청로　４－７　（고잔동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,67108,0067108,충북,진천군,진천읍,중앙서로,Jan-40,충북 진천군 중앙서로,충북 진천군 중앙서로 14611,충북,진천군,진천읍 벽암리,충북　진천군　진천읍　중앙북로　１４（벽암리）　　　　　　　　　　　　　　　　　　　　　　　　　　　
국민은행,40280,0040280,서울,영등포구,신길제3동,신길로,155,서울 영등포구 신길로,서울 영등포구 신길로 155,서울,영등포구,신길동,서울　영등포구　가마산로　４８０（신길동，에스제이빌딩）　　　　　　　　　　　　　　　　　　　　　　
국민은행,44710,0044710,충남,계룡시,신도안면,계룡대로,663,충남 계룡시 계룡대로,충남 계룡시 계룡대로 663,NAN,NAN,NAN,충청남도　계룡시　계룡대로　６６３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
한국씨티은행,277503,0277503,충청북도,청주시흥덕구,사창동,1순환로,646,충청북도 청주시흥덕구 1순환로,충청북도 청주시흥덕구 1순환로 646,충북,청주시 서원구,사창동,충북　청주시　흥덕구　사창동　１７１－９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,70357,0070357,서울특별시,영등포구,영등포동7가 ,버드나무로,59,서울특별시 영등포구 버드나무로,서울특별시 영등포구 버드나무로 59,NAN,NAN,NAN,서울특별시　영등포구　국회대로５０길　２０，　２０４￣２０７호（포레나영등포）　　　　　　　　　　　
수협은행,70425,0070425,서울특별시,중랑구,면목동 ,봉우재로,54,서울특별시 중랑구 봉우재로,서울특별시 중랑구 봉우재로 54,서울,중랑구,상봉동,서울특별시　중랑구　면목로　４９２　１층　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,70483,0070483,서울특별시,은평구,녹번동 ,은평로13길,41974,서울특별시 은평구 은평로13길,서울특별시 은평구 은평로13길 41974,서울,은평구,녹번동,서울특별시　은평구　서오릉로　１５（녹번동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,70496,0070496,서울특별시,강남구,역삼동 ,테레란로,134,서울특별시 강남구 테레란로,서울특별시 강남구 테레란로 134,서울,강남구,역삼동,서울특별시　강남구　테헤란로　１３４（역삼동）　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,70551,0070551,서울특별시,서초구,서초2동 ,강남대로,1329-4,서울특별시 서초구 강남대로,서울특별시 서초구 강남대로 1329-4,서울,서초구,서초동,서울특별시　서초구　강남대로　３４９（서초동）　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,70658,0070658,서울특별시,성동구,성수동1가,아차산로,229,서울특별시 성동구 아차산로,서울특별시 성동구 아차산로 229,서울,성동구,성수동1가,서울특별시　성동구　성수일로　７７（성수동１가）　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,70768,0070768,서울특별시,의정부시,의정부2동,신흥로,206,서울특별시 의정부시 신흥로,서울특별시 의정부시 신흥로 206,경기,의정부시,의정부동,경기도　의정부시　시민로　６５（의정부동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,72847,0072847,서울특별시,서초구,서초동 ,우면로24길,4,서울특별시 서초구 우면로24길,서울특별시 서초구 우면로24길 4,서울,서초구,서초동,서울특별시　서초구　서초중앙로　１３８（서초동）　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,72850,0072850,인천광역시,서구,연희동,라임로,71,인천광역시 서구 라임로,인천광역시 서구 라임로 71,인천,서구,청라동,인천광역시　서구　청라라임로　７１（연희동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,73011,0073011,대전광역시,서구,둔산2동 ,정사로,220,대전광역시 서구 정사로,대전광역시 서구 정사로 220,대전,서구,둔산동,대전광역시　서구　둔산로１２３번길　２１　（엠시티타워　２층）　　　　　　　　　　　　　　　　　　　
수협은행,73095,0073095,서울특별시,강남구,논현동 ,학동로,47,서울특별시 강남구 학동로,서울특별시 강남구 학동로 47,서울,강남구,논현동,서울특별시　강남구　학동로　２０６（논현동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,73260,0073260,경기도,화성시,반송동,반석로,134,경기도 화성시 반석로,경기도 화성시 반석로 134,경기,화성시,반송동,경기도　화성시　동탄반석로　１３４（반송동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,73309,0073309,서울특별시,동대문구,제기동 ,완산로,143,서울특별시 동대문구 완산로,서울특별시 동대문구 완산로 143,서울,동대문구,제기동,서울특별시　동대문구　왕산로　１４３（제기동）　　　　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,76089,0076089,인천광역시,인천,연수구 동춘동 ,하모니36번길,19,인천광역시 인천 하모니36번길,인천광역시 인천 하모니36번길 19,인천,연수구,송도동,인천광역시　연수구　하모니로３６번길　１９（송도동）　　　　　　　　　　　　　　　　　　　　　　　　
수협은행,77020,0077020,부산광역시,영도구,남항동1가,남항서로,120,부산광역시 영도구 남항서로,부산광역시 영도구 남항서로 120,부산,영도구,대교동1가,부산광역시　영도구　태종로　５９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,310130,0310130,대구광역시,서구,원대3가동,팔달로,232,대구광역시 서구 팔달로,대구광역시 서구 팔달로 232,대구,중구,수창동,대구광역시　중구　서성로　８１（수창동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,310897,0310897,대구광역시,남구,봉덕동,효성중앙로,37,대구광역시 남구 효성중앙로,대구광역시 남구 효성중앙로 37,대구,남구,봉덕동,대구광역시　남구　효성중앙길　３７（봉덕동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,310965,0310965,대구광역시,중구,공평동,동성로2길,49-18,대구광역시 중구 동성로2길,대구광역시 중구 동성로2길 49-18,대구,중구,삼덕동1가,대구광역시　중구　동성로５길　２６　２０１호　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,311427,0311427,경상북도,구미시,형곡동,신시로,Jan-75,경상북도 구미시 신시로,경상북도 구미시 신시로 27395,경북,구미시,형곡동,경상북도　구미시　신시로　７５－１（형곡동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,311692,0311692,대구광역시,서구,비산동,팔달로,Jan-72,대구광역시 서구 팔달로,대구광역시 서구 팔달로 26299,대구,서구,비산동,대구광역시　서구　팔달로　７２－１（비산동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,311728,0311728,대구광역시,남구,이천동,명덕로54길,06월 03일,대구광역시 남구 명덕로54길,대구광역시 남구 명덕로54길 44715,대구,남구,이천동,대구광역시　남구　명덕로５２길　４５（이천동）　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,311744,0311744,대구광역시,동구,신천동,동부로30길,01월 23일,대구광역시 동구 동부로30길,대구광역시 동구 동부로30길 44584,대구,동구,신천동,대구광역시　동구　동부로３０길　２３－１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,311854,0311854,대구광역시,서구,내당동,큰장로,Feb-97,대구광역시 서구 큰장로,대구광역시 서구 큰장로 35462,경북,구미시,황상동,경상북도　구미시　인동가산로　１９（황상동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,312031,0312031,경상북도,구미시,선산읍,중앙로,97,경상북도 구미시 중앙로,경상북도 구미시 중앙로 97,경북,구미시,선산읍 동부리,경상북도　구미시　선산읍　선산중앙로９７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,312222,0312222,대구광역시,북구,구암동,구암로32길,06월 20일,대구광역시 북구 구암로32길,대구광역시 북구 구암로32길 44732,대구,북구,구암동,대구광역시　북구　구암로３２길　６－２０　（　구암동　）　　　　　　　　　　　　　　　　　　　　　　
대구은행,312413,0312413,대구광역시,수성구,신매동,"달구벌대로
649길",07월 22일,"대구광역시 수성구 달구벌대로
649길","대구광역시 수성구 달구벌대로
649길 44764",대구,달서구,도원동,대구광역시　달서구　도원로　２９（도원동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,312691,0312691,경상북도,성주군,성주읍,성주로,Mar-63,경상북도 성주군 성주로,경상북도 성주군 성주로 497887,경북,성주군,성주읍 성산리,경상북도　성주군　성주읍　성주로　３２６３－３　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,312947,0312947,대구광역시,동구,신서동,안심로,405,대구광역시 동구 안심로,대구광역시 동구 안심로 405,대구,동구,신서동,대구광역시　동구　안심로　４０１（신서동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,313276,0313276,부산광역시,강서구,송정동,녹산산단335로,12월 07일,부산광역시 강서구 녹산산단335로,부산광역시 강서구 녹산산단335로 44902,부산,강서구,명지동,부산광역시　강서구　명지국제２로　８０　ｅ편한세상명지　２층　１호　　　　　　　　　　　　　　　　　
대구은행,313577,0313577,대구광역시,북구,사수동,한강로4길,01월 13일,대구광역시 북구 한강로4길,대구광역시 북구 한강로4길 44574,대구,북구,사수동,대구광역시　북구　사수동　９６６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
대구은행,313551,0313551,경상북도,영천시,봉동,하이브리드로,700-130,경상북도 영천시 하이브리드로,경상북도 영천시 하이브리드로 700-130,경남,양산시,신기동,경상남도　양산시　양산대로　９３１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,320256,0320256,부산광역시,동래구,온천동,금강공원로,01월 13일,부산광역시 동래구 금강공원로,부산광역시 동래구 금강공원로 44574,부산,동래구,온천동,부산시　동래구　온천１동　１８０－４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,320324,0320324,부산광역시,해운대구,중동,중동1로,Jan-35,부산광역시 해운대구 중동1로,부산광역시 해운대구 중동1로 12785,부산,해운대구,중동,부산시　해운대구　중１동　１３７８－６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,320340,0320340,부산광역시,동구,범일동,중앙대로,541,부산광역시 동구 중앙대로,부산광역시 동구 중앙대로 541,부산,동구,범일동,부산시　동구　범일４동　２６－４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,320421,0320421,부산광역시,수영구,수영동,수영로,693,부산광역시 수영구 수영로,부산광역시 수영구 수영로 693,부산,수영구,광안동,부산광역시　수영구　연수로　４１８　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,320625,0320625,부산광역시,강서구,대저2동,공항진입로,108,부산광역시 강서구 공항진입로,부산광역시 강서구 공항진입로 108,부산,강서구,대저2동,부산시　강서구　대저２동　２３５０　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,321417,0321417,부산광역시,북구,구포동,백양대로,1029,부산광역시 북구 백양대로,부산광역시 북구 백양대로 1029,NAN,NAN,NAN,부산광역시　북구　구포２동　１０８４의３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,321776,0321776,경상남도,양산시,웅상읍,삼호1길,May-36,경상남도 양산시 삼호1길,경상남도 양산시 삼호1길 13271,경남,창원시 진해구,용원동,경상남도　창원시　진해구　안골로　３３８　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,321909,0321909,경상남도,거제시,고현동,거제중앙로29번길,15,경상남도 거제시 거제중앙로29번길,경상남도 거제시 거제중앙로29번길 15,경남,거제시,고현동,경남　거제시　신현읍　고현리　９７８－７　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,322173,0322173,부산광역시,남구,용당동,유엔평화로,"165,,477-1,602-13",부산광역시 남구 유엔평화로,"부산광역시 남구 유엔평화로 165,,477-1,602-13",부산,남구,용당동,부산　남구　용당동　４７７　－　１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,322186,0322186,부산광역시,금정구,부곡동,서동로,Jul-75,부산광역시 금정구 서동로,부산광역시 금정구 서동로 27576,NAN,NAN,NAN,부산시　금정구　부곡４동　７３６의　１１８　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,322335,0322335,부산광역시,북구,구포동,시랑로79번길,05월 20일,부산광역시 북구 시랑로79번길,부산광역시 북구 시랑로79번길 44701,부산,북구,구포동,부산시　북구　구포３동　１２２４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,322490,0322490,부산광역시,연제구,연산동,중앙대로,1046,부산광역시 연제구 중앙대로,부산광역시 연제구 중앙대로 1046,NAN,NAN,NAN,부산시　연제구　연산２동　１３３１의　２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,322623,0322623,부산광역시,수영구,광안1동,광일로20,9,부산광역시 수영구 광일로20,부산광역시 수영구 광일로20 9,부산,수영구,광안동,부산광역시　수영구　광일로　２８（광안동）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,323622,0323622,경상남도,김해시,주촌면,골든루트로66번길 5,5,경상남도 김해시 골든루트로66번길 5,경상남도 김해시 골든루트로66번길 5 5,경남,김해시,주촌면 농소리,경남　김해시　주촌면　농소리　６３７－４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,323680,0323680,부산광역시,기장군,정관면,정관면,정관로,부산광역시 기장군 정관면,부산광역시 기장군 정관면 정관로,부산,기장군,정관읍 모전리,부산　기장군　정관면　모전리　７３８－８　금양프라자　１０３￣１０６호　　　　　　　　　　　　　　　
부산은행,323693,0323693,부산광역시,남구,대연동,용소로,21번길,부산광역시 남구 용소로,부산광역시 남구 용소로 21번길,NAN,NAN,NAN,부산　남구　대연동　１１０－１　대연혁신도시상가　１１５호　　　　　　　　　　　　　　　　　　　　　
부산은행,323716,0323716,부산광역시,해운대구,중동,좌동순환로,433번길,부산광역시 해운대구 좌동순환로,부산광역시 해운대구 좌동순환로 433번길,부산,해운대구,중동,부산　해운대구　중동　１５２２－３　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,323732,0323732,부산광역시,금정구,남산동,금샘로485,65,부산광역시 금정구 금샘로485,부산광역시 금정구 금샘로485 65,NAN,NAN,NAN,부산시　금정구　금생로　４８５번길　６５　부산외국어대학교　만오기념관　내　　　　　　　　　　　　　
부산은행,323787,0323787,부산광역시,사상구,괘법동,신라대학길,100,부산광역시 사상구 신라대학길,부산광역시 사상구 신라대학길 100,NAN,NAN,NAN,부산　사상구　괘법동　신라대학교　１－２４　인문관　내　　　　　　　　　　　　　　　　　　　　　　　
부산은행,323143,0323143,,,,,,  ,   ,NAN,NAN,NAN,부산시　동구　범일２동　８３０의　３８　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
부산은행,323392,0323392,,,,,,  ,   ,NAN,NAN,NAN,부산　동구　범일２동　부산은행본점　찾아가는　부산은행　２호　　　　　　　　　　　　　　　　　　　　
광주은행,341112,0341112,광주광역시,서구,농성동,경영로,38,광주광역시 서구 경영로,광주광역시 서구 경영로 38,광주,서구,농성동,광주시　서구농성동６３１　　３４　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,341413,0341413,광주광역시,서구,매월동,매월4로,136,광주광역시 서구 매월4로,광주광역시 서구 매월4로 136,광주,서구,매월동,광주　서구　매월동　９５２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,344300,0344300,광주광역시,동구,지산동,준법로,07월 12일,광주광역시 동구 준법로,광주광역시 동구 준법로 44754,광주,동구,지산동,광주　동구　지산동　３４２－１　광주지방법원　內　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,346405,0346405,전라남도,보성군,보성읍,동산길,12월 02일,전라남도 보성군 동산길,전라남도 보성군 동산길 44897,NAN,NAN,NAN,전남　보성군．읍　보성리　８４６－１９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,347093,0347093,전라남도,순천시,해룡면,1988번지,0,전라남도 순천시 1988번지,전라남도 순천시 1988번지 0,전남,순천시,연향동,전남　순천시　연향동　１４６４－７　２층　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,342506,0342506,서울특별시,강남구,서초동,남부순환로,2583,서울특별시 강남구 남부순환로,서울특별시 강남구 남부순환로 2583,서울,강남구,도곡동,서울　강남구　도곡동　９５２－６　용문빌딩　２층　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,341730,0341730,광주광역시,서구,화정동,월드컵4강로,65,광주광역시 서구 월드컵4강로,광주광역시 서구 월드컵4강로 65,NAN,NAN,NAN,광주　서구　화정동　９１８의６　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,346081,0346081,전라남도,장흥군,장흥읍,중앙로,01월 19일,전라남도 장흥군 중앙로,전라남도 장흥군 중앙로 44580,전남,장흥군,장흥읍 건산리,전남　장흥군　장흥읍　건산리　３８６－１２　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,341743,0341743,광주광역시,남구,진월동,서대문로,735,광주광역시 남구 서대문로,광주광역시 남구 서대문로 735,광주,남구,진월동,광주광역시　남구　진월동　３１４－７번지　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,346049,0346049,전라남도,해남군,해남읍,중앙1로,30,전라남도 해남군 중앙1로,전라남도 해남군 중앙1로 30,전남,해남군,해남읍 성내리,전남　해남군해남읍성내리３３　　９　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,341507,0341507,광주광역시,광산구,서봉동,어등대로,417,광주광역시 광산구 어등대로,광주광역시 광산구 어등대로 417,광주,광산구,서봉동,광주광역시　광산구　서봉동　５９－１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
광주은행,341633,0341633,광주광역시,서구,화정동,화운로,1292,광주광역시 서구 화운로,광주광역시 서구 화운로 1292,광주,서구,화정동,광주광역시　서구　화운로　１５（농성동）　광주은행　화정지점　　　　　　　　　　　　　　　　　　　　
제주은행,356039,0356039,제주특별자치도,서귀포시,대정읍,하모상가로,Jan-45,제주특별자치도 서귀포시 하모상가로,제주특별자치도 서귀포시 하모상가로 16438,NAN,NAN,NAN,제주도　남군　대정읍　하모리　９１８－６번지　　　　　　　　　　　　　　　　　　　　　　　　　　　　
전북은행,374590,0374590,세종특별자치시,,아름동,아름서1길,12월 13일,세종특별자치시  아름서1길,세종특별자치시  아름서1길 44908,대전,서구,도안동,대전　서구　도안동로　３　리더스프라자에이　２０５호　　　　　　　　　　　　　　　　　　　　　　　　
전북은행,374710,0374710,성남시,분당구,삼평동,대왕판교로,606 47,성남시 분당구 대왕판교로,성남시 분당구 대왕판교로 606 47,경기,수원시 팔달구,매산로2가,경기도　수원시　팔달구　매산로　３７，（ＫＴ　　　　　　　　　　　　　　　　　　　　　　　　　　　　
전북은행,375201,0375201,전라북도,전주시덕진구,서노송동,노송광장로,10,전라북도 전주시덕진구 노송광장로,전라북도 전주시덕진구 노송광장로 10,전북,전주시 완산구,서노송동,전주시　완산구　노송광장로　１０　（서노송동）　　　　　　　　　　　　　　　　　　　　　　　　　　　
전북은행,375285,0375285,전라북도,전주시덕진구,동산동,쪽구름로,Jan-54,전라북도 전주시덕진구 쪽구름로,전라북도 전주시덕진구 쪽구름로 19725,전북,전주시 덕진구,여의동2가,전북　전주시　덕진구　쪽구름로　５４－１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
전북은행,376022,0376022,전라북도,익산시,인화동,인북로,06월 28일,전라북도 익산시 인북로,전라북도 익산시 인북로 44740,전북,익산시,인화동1가,익산시　인북로　２８－６　（인화동１가）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
전북은행,377610,0377610,전라북도,무주군,무주읍,주계로7길,101,전라북도 무주군 주계로7길,전라북도 무주군 주계로7길 101,전북,무주군,무주읍 읍내리,무주군　무주읍　주계로　１０１　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
경남은행,395647,0395647,경상남도,사천시,사천읍,역사길,43061,경상남도 사천시 역사길,경상남도 사천시 역사길 43061,경남,사천시,사천읍 수석리,경상남도　사천시　사천읍　역사길　１１－２２　　　　　　　　　　　　　　　　　　　　　　　　　　　　
경남은행,396248,0396248,경상남도,창원시,의창구,진산대로,355,경상남도 창원시 진산대로,경상남도 창원시 진산대로 355,경남,창원시 의창구,대산면 제동리,경상남도　창원시　의창구　대산면　진산대로３５５번길　１４－１６　　　　　　　　　　　　　　　　　　
경남은행,396264,0396264,경상남도,창원시,성산구,성산로,60,경상남도 창원시 성산로,경상남도 창원시 성산로 60,경남,창원시 성산구,상남동,경상남도　창원시　성산구　상남로　６０（상남동）　오션타워　１０２호　　　　　　　　　　　　　　　　
경남은행,397409,0397409,부산광역시,강서구,범방동,가락대로 범방3로 29번길,39,부산광역시 강서구 가락대로 범방3로 29번길,부산광역시 강서구 가락대로 범방3로 29번길 39,경남,양산시,산막동,경남　양산시　산막동　９Ｂ－５Ｌ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
경남은행,397535,0397535,경상남도,창원시,마산회원구,용마로,133,경상남도 창원시 용마로,경상남도 창원시 용마로 133,NAN,NAN,NAN,경상남도　창원시　마산회원구　용마로　１３３　메트로시티　상가　Ｃ동　１０２호　　　　　　　　　　　
경남은행,397360,0397360,경상남도,통영시,광도면,죽림2로,18172,경상남도 통영시 죽림2로,경상남도 통영시 죽림2로 18172,경남,통영시,광도면 죽림리,경상남도　통영시　광도면　죽림２로　４９－１０　미래메니컬빌딩　１０２호　　　　　　　　　　　　　　
